								
	DÍA	MES	AÑO	HORA	CIUDAD	PAÍS	FORMA	
	2	12	2005	20:57	Boston	EEUU	Luz
	2	12	2005	19:00	Murray	EEUU	Luz
	2	12	2005	18:35	Gloucester (UK/England)	Reino Unido	Luz
	1	12	2005	18:39	Bonner Springs	EEUU	Luz
	1	12	2005	6:00	Tuscola	EEUU	Luz
	30	11	2005	20:00	Avondale	EEUU	Luz
	30	11	2005	19:00	Gage	EEUU	Luz
	29	11	2005	18:35	Orlando	EEUU	Luz
	29	11	2005	17:30	Lewes	EEUU	Luz
	29	11	2005	16:25	Buckeye	EEUU	Luz
	29	11	2005	6:45	Orlando	EEUU	Luz
	29	11	2005	0:04	Mamaroneck	EEUU	Luz
	28	11	2005	18:00	Katy	EEUU	Luz
	27	11	2005	23:30	Groton	EEUU	Luz
	27	11	2005	19:40	Anacortes	EEUU	Luz
	27	11	2005	13:00	Paso Robles	EEUU	Luz
	27	11	2005	13:00	Paso Robles	EEUU	Luz
	27	11	2005	3:00	Lichfield (UK/England)	Reino Unido	Luz
	26	11	2005	18:38	Maryhill	EEUU	Luz
	25	11	2005	21:45	Suffern	EEUU	Luz
	25	11	2005	18:45	Madisonville	EEUU	Luz
	25	11	2005	18:45	Madisonville	EEUU	Luz
	24	11	2005	21:00	Centreville	EEUU	Luz
	24	11	2005	19:00	Dover	EEUU	Luz
	24	11	2005	19:00	Nodine	EEUU	Luz
	24	11	2005	18:30	Terre Haute	EEUU	Luz
	24	11	2005	0:15	Port St. Lucie	EEUU	Luz
	24	11	2005	No especificado	Venice	EEUU	Luz
	23	11	2005	23:55	Bertram	EEUU	Luz
	23	11	2005	21:25	Goffs (ne of)	EEUU	Luz
	23	11	2005	21:00	Lee Vining	EEUU	Luz
	23	11	2005	19:00	Kingston (Canada)	Canadá	Luz
	23	11	2005	19:00	Franklin	EEUU	Luz
	22	11	2005	23:00	Sierra Vista	EEUU	Luz
	22	11	2005	4:00	Hemet/South Jacinto (outside of)	EEUU	Luz
	21	11	2005	20:00	Boca Raton	EEUU	Luz
	20	11	2005	22:35	Melbourne (Australia)	Australia	Luz
	20	11	2005	22:30	Bethesda	EEUU	Luz
	20	11	2005	20:15	Essex (UK/England)	Reino Unido	Luz
	20	11	2005	20:00	Cairns (Australia)	Australia	Luz
	20	11	2005	20:00	Hemptead-Brenham	EEUU	Luz
	20	11	2005	18:00	Kansas (western)	EEUU	Luz
	20	11	2005	17:58	Barstow	EEUU	Luz
	20	11	2005	17:50	Madison	EEUU	Luz
	19	11	2005	21:00	London (UK/England)	Reino Unido	Luz
	19	11	2005	16:30	Columbia - Stephens Lake	EEUU	Luz
	18	11	2005	20:00	County Durham (UK/England)	Reino Unido	Luz
	18	11	2005	19:22	Sunderland (UK/England)	Reino Unido	Luz
	18	11	2005	6:20	Fort Worth	EEUU	Luz
	18	11	2005	0:00	Parish	EEUU	Luz
	17	11	2005	16:00	Arundel (near) (UK/England)	Reino Unido	Luz
	17	11	2005	10:38	Chandler	EEUU	Luz
	17	11	2005	3:00	Meadville	EEUU	Luz
	16	11	2005	20:15	Antioch	EEUU	Luz
	15	11	2005	23:43	Colby	EEUU	Luz
	15	11	2005	23:14	Hilo	EEUU	Luz
	15	11	2005	20:30	Surfside Beach	EEUU	Luz
	15	11	2005	20:00	Moraga	EEUU	Luz
	15	11	2005	19:00	Huron	EEUU	Luz
	15	11	2005	11:12	Merritt Island	EEUU	Luz
	15	11	2005	4:00	Fordsville	EEUU	Luz
	15	11	2005	2:00	The Colony	EEUU	Luz
	14	11	2005	22:00	Brownsville	EEUU	Luz
	14	11	2005	21:15	Boston	EEUU	Luz
	14	11	2005	20:51	Petaluma	EEUU	Luz
	14	11	2005	20:15	Waco	EEUU	Luz
	14	11	2005	19:30	Phoenix	EEUU	Luz
	14	11	2005	6:16	Mechanicsburg	EEUU	Luz
	12	11	2005	5:30	Redding	EEUU	Luz
	12	11	2005	No especificado	Glasgow (UK/Scotland)	Reino Unido	Luz
	11	11	2005	18:00	Cortland	EEUU	Luz
	11	11	2005	17:00	Santa Barbara	EEUU	Luz
	11	11	2005	8:30	Kai Ping (China)	China	Luz
	11	11	2005	6:25	Mechanicsburg	EEUU	Luz
	11	11	2005	5:30	Fremont	EEUU	Luz
	10	11	2005	20:30	Thornton	EEUU	Luz
	10	11	2005	19:45	Sylvania	EEUU	Luz
	10	11	2005	19:15	Kingstown	EEUU	Luz
	10	11	2005	17:30	Quartzsite	EEUU	Luz
	10	11	2005	17:00	Calabasas	EEUU	Luz
	9	11	2005	20:15	Cassatt	EEUU	Luz
	9	11	2005	19:05	Minneapolis	EEUU	Luz
	8	11	2005	23:20	Montreal (Canada)	Canadá	Luz
	8	11	2005	17:48	Newark	EEUU	Luz
	8	11	2005	5:11	Enterprise	EEUU	Luz
	8	11	2005	2:30	Agawam	EEUU	Luz
	7	11	2005	22:10	Minnetonka	EEUU	Luz
	7	11	2005	20:00	Sylvania	EEUU	Luz
	7	11	2005	19:00	Maple Grove	EEUU	Luz
	7	11	2005	18:45	Myrtle Beach	EEUU	Luz
	7	11	2005	18:40	Fort Walton Beach	EEUU	Luz
	7	11	2005	18:35	Navarre	EEUU	Luz
	7	11	2005	18:15	Bastrop	EEUU	Luz
	6	11	2005	23:00	Plano	EEUU	Luz
	6	11	2005	20:40	Van Buren (east of)	EEUU	Luz
	6	11	2005	18:15	Bastrop	EEUU	Luz
	5	11	2005	23:28	Laramie	EEUU	Luz
	5	11	2005	23:00	South Plainfield	EEUU	Luz
	5	11	2005	19:00	Humble	EEUU	Luz
	5	11	2005	0:40	Phoenix	EEUU	Luz
	4	11	2005	0:00	Las Americas (Tenerife, Canary Islands)	España	Luz
	4	11	2005	23:44	Lemoore	EEUU	Luz
	4	11	2005	17:45	West Bridgewater	EEUU	Luz
	3	11	2005	20:40	North Las Vegas	EEUU	Luz
	3	11	2005	19:00	Elgin	EEUU	Luz
	3	11	2005	6:20	Toronto (Canada)	Canadá	Luz
	2	11	2005	23:10	Springfield	EEUU	Luz
	2	11	2005	21:05	Plum Borough	EEUU	Luz
	2	11	2005	19:30	Kingsville	EEUU	Luz
	2	11	2005	19:00	Arlington	EEUU	Luz
	2	11	2005	19:00	Fort Branch	EEUU	Luz
	2	11	2005	17:30	Garden Grove	EEUU	Luz
	2	11	2005	16:10	Winnipeg (Canada)	Canadá	Luz
	2	11	2005	7:15	San Antonio	EEUU	Luz
	1	11	2005	23:00	Jamestown	EEUU	Luz
	1	11	2005	21:10	Schaumburg	EEUU	Luz
	1	11	2005	19:00	Dhaka (Bangladesh)	Bangladesh	Luz
	1	11	2005	18:00	Tijuana (Mexico)	México	Luz
	1	11	2005	18:00	El Paso (rural)	EEUU	Luz
	1	11	2005	17:40	Irvine	EEUU	Luz
	1	11	2005	16:56	Tucson	EEUU	Luz
	31	10	2005	21:30	Lancaster	EEUU	Luz
	31	10	2005	19:00	Newark	EEUU	Luz
	31	10	2005	18:30	Linwood	EEUU	Luz
	31	10	2005	18:00	Poughkeepsie	EEUU	Luz
	30	10	2005	22:00	Litchfield	EEUU	Luz
	30	10	2005	21:30	Dubbo (Australia)	Australia	Luz
	30	10	2005	21:00	Litchfield	EEUU	Luz
	30	10	2005	18:30	Marin	EEUU	Luz
	30	10	2005	6:00	Osierfield	EEUU	Luz
	29	10	2005	21:30	Lancaster	EEUU	Luz
	29	10	2005	19:00	Surprise	EEUU	Luz
	29	10	2005	0:30	Freelton (Canada)	Canadá	Luz
	27	10	2005	8:14	Redwood City	EEUU	Luz
	27	10	2005	3:00	Elko	EEUU	Luz
	26	10	2005	21:00	San Francisco	EEUU	Luz
	26	10	2005	19:45	Gila Bend	EEUU	Luz
	26	10	2005	19:30	Chesterfield	EEUU	Luz
	26	10	2005	18:50	I-495S/I-95S	EEUU	Luz
	26	10	2005	13:39	Wichita	EEUU	Luz
	25	10	2005	20:35	Canon City	EEUU	Luz
	25	10	2005	19:30	Surprise	EEUU	Luz
	24	10	2005	20:30	North Miami	EEUU	Luz
	23	10	2005	21:30	Yucaipa	EEUU	Luz
	23	10	2005	21:30	Yucaipa	EEUU	Luz
	23	10	2005	0:30	Fort Worth	EEUU	Luz
	22	10	2005	20:35	Tinley Park	EEUU	Luz
	22	10	2005	17:30	Phoenix	EEUU	Luz
	22	10	2005	15:00	Silver City	EEUU	Luz
	22	10	2005	6:10	Shoreview	EEUU	Luz
	22	10	2005	2:25	Chilliwack (Canada)	Canadá	Luz
	21	10	2005	13:00	Bristol (UK/England)	Reino Unido	Luz
	20	10	2005	21:10	Brandon	EEUU	Luz
	20	10	2005	19:00	Surprise	EEUU	Luz
	20	10	2005	0:15	Pinckney	EEUU	Luz
	19	10	2005	21:15	Jonestown	EEUU	Luz
	19	10	2005	7:30	Elizabeth	EEUU	Luz
	18	10	2005	18:00	Oak Forest	EEUU	Luz
	17	10	2005	23:40	Glendale	EEUU	Luz
	17	10	2005	23:25	Murfreesboro	EEUU	Luz
	17	10	2005	20:00	Kittanning	EEUU	Luz
	17	10	2005	18:35	Chambersburg	EEUU	Luz
	17	10	2005	6:45	Orlando	EEUU	Luz
	16	10	2005	21:00	Boulder	EEUU	Luz
	16	10	2005	6:28	Daytona Beach	EEUU	Luz
	16	10	2005	2:20	Chicago	EEUU	Luz
	15	10	2005	23:00	Schuylkill Haven	EEUU	Luz
	15	10	2005	23:00	Americus	EEUU	Luz
	15	10	2005	23:00	Fairbanks	EEUU	Luz
	15	10	2005	22:00	Springfield	EEUU	Luz
	15	10	2005	22:00	Brentwood	EEUU	Luz
	15	10	2005	10:00	Kansas City	EEUU	Luz
	15	10	2005	3:00	Arlington	EEUU	Luz
	14	10	2005	21:00	Denver	EEUU	Luz
	14	10	2005	21:00	Correo	EEUU	Luz
	14	10	2005	18:55	Bonner Springs	EEUU	Luz
	13	10	2005	20:05	Livermore	EEUU	Luz
	13	10	2005	19:10	Shropshire (UK/England)	Reino Unido	Luz
	13	10	2005	18:40	Mesa	EEUU	Luz
	13	10	2005	4:30	Jupiter	EEUU	Luz
	12	10	2005	20:02	Phoenix	EEUU	Luz
	12	10	2005	17:00	Noblesville	EEUU	Luz
	12	10	2005	4:00	Farmland	EEUU	Luz
	11	10	2005	21:00	Wall Lake	EEUU	Luz
	11	10	2005	19:45	Mobile	EEUU	Luz
	11	10	2005	19:00	Casa Grande	EEUU	Luz
	11	10	2005	18:45	Peoria	EEUU	Luz
	11	10	2005	18:33	Pearl Harbor	EEUU	Luz
	11	10	2005	16:36	Lake Point	EEUU	Luz
	11	10	2005	0:00	Holiday	EEUU	Luz
	10	10	2005	23:00	Hendersonville	EEUU	Luz
	10	10	2005	22:08	East Wenatchee	EEUU	Luz
	9	10	2005	22:30	Clovis	EEUU	Luz
	9	10	2005	20:08	Vancouver	EEUU	Luz
	8	10	2005	22:00	Livermore	EEUU	Luz
	8	10	2005	20:30	Bigfork	EEUU	Luz
	8	10	2005	6:15	Orlando	EEUU	Luz
	7	10	2005	23:00	Cambridge	EEUU	Luz
	7	10	2005	22:00	Clifton	EEUU	Luz
	6	10	2005	18:00	Cedar Falls	EEUU	Luz
	6	10	2005	6:00	Mason City	EEUU	Luz
	6	10	2005	2:25	Buttonwillow	EEUU	Luz
	5	10	2005	21:00	Toledo	EEUU	Luz
	5	10	2005	19:45	Tupper Lake	EEUU	Luz
	5	10	2005	No especificado	Natchez	EEUU	Luz
	4	10	2005	18:55	Peoria	EEUU	Luz
	4	10	2005	18:05	New York City (Manhattan)	EEUU	Luz
	4	10	2005	6:50	Chanute	EEUU	Luz
	3	10	2005	21:00	Whitefield	EEUU	Luz
	3	10	2005	21:00	Hartford	EEUU	Luz
	2	10	2005	4:00	Chicago	EEUU	Luz
	2	10	2005	3:00	Westfield	EEUU	Luz
	1	10	2005	23:00	Tinley Park	EEUU	Luz
	1	10	2005	21:35	Buxton (UK/England)	Reino Unido	Luz
	1	10	2005	21:30	Oklahoma City	EEUU	Luz
	1	10	2005	20:08	Hamilton (Canada)	Canadá	Luz
	1	10	2005	20:05	Liberty Hill	EEUU	Luz
	1	10	2005	8:22	Homestead	EEUU	Luz
	1	10	2005	3:00	Posen	EEUU	Luz
	1	10	2005	1:10	Crestwood	EEUU	Luz
	1	10	2005	1:10	Oak Forest	EEUU	Luz
	1	10	2005	1:10	Alsip	EEUU	Luz
	1	10	2005	1:08	Evergreen Park	EEUU	Luz
	1	10	2005	1:03	Oak Forest	EEUU	Luz
	1	10	2005	1:00	Midlothian	EEUU	Luz
	1	10	2005	1:00	Oak Forest	EEUU	Luz
	1	10	2005	0:57	Orland Park	EEUU	Luz
	1	10	2005	0:57	Orland Park	EEUU	Luz
	1	10	2005	0:55	Midlothian/Posen	EEUU	Luz
	1	10	2005	0:30	Oak Forest	EEUU	Luz
	1	10	2005	0:00	Evergreen Park/Tinley Park/Orland Park	EEUU	Luz
	1	10	2005	0:00	Harrisburg	EEUU	Luz
	30	9	2005	23:50	Orland Park	EEUU	Luz
	30	9	2005	23:45	Tucson	EEUU	Luz
	30	9	2005	23:30	Grande Prairie (Canada)	Canadá	Luz
	30	9	2005	23:25	Tinley Park	EEUU	Luz
	30	9	2005	23:25	Orland Park	EEUU	Luz
	30	9	2005	23:23	Palos Heights	EEUU	Luz
	30	9	2005	23:15	Oak Forest	EEUU	Luz
	30	9	2005	23:15	Sugar Grove	EEUU	Luz
	30	9	2005	23:10	Joliet/Orland Hills	EEUU	Luz
	30	9	2005	23:00	Tinley Park	EEUU	Luz
	30	9	2005	23:00	Orland Park	EEUU	Luz
	30	9	2005	23:00	Tinley Park	EEUU	Luz
	30	9	2005	23:00	Orland Park	EEUU	Luz
	30	9	2005	23:00	Tinley Park	EEUU	Luz
	30	9	2005	23:00	New Lenox	EEUU	Luz
	30	9	2005	23:00	Tinley Park	EEUU	Luz
	30	9	2005	23:00	Orland Hills	EEUU	Luz
	30	9	2005	23:00	Oak Forest	EEUU	Luz
	30	9	2005	23:00	Orland Park	EEUU	Luz
	30	9	2005	22:00	Mitchell	EEUU	Luz
	30	9	2005	21:15	Chicago	EEUU	Luz
	30	9	2005	20:15	New York State Thruway / Catskill	EEUU	Luz
	30	9	2005	19:20	Bourbonnais	EEUU	Luz
	30	9	2005	9:30	San Antonio	EEUU	Luz
	30	9	2005	1:00	Lapeer	EEUU	Luz
	29	9	2005	20:40	Franklin	EEUU	Luz
	29	9	2005	6:10	St. Michaels	EEUU	Luz
	28	9	2005	23:00	Duxbury	EEUU	Luz
	28	9	2005	23:00	Bamfield (Canada)	Canadá	Luz
	28	9	2005	21:10	Valley Springs	EEUU	Luz
	27	9	2005	20:35	Goffstown	EEUU	Luz
	27	9	2005	20:30	San Antonio	EEUU	Luz
	27	9	2005	0:15	Jackson	EEUU	Luz
	26	9	2005	22:00	Kings Park	EEUU	Luz
	25	9	2005	23:18	Grantville	EEUU	Luz
	25	9	2005	8:15	Shongaloo	EEUU	Luz
	24	9	2005	5:30	Fort Madison	EEUU	Luz
	23	9	2005	23:30	Chipley (15 miles southeast of)	EEUU	Luz
	23	9	2005	21:00	Palm Coast	EEUU	Luz
	23	9	2005	19:00	Buna	EEUU	Luz
	22	9	2005	21:30	Seaside Park	EEUU	Luz
	22	9	2005	21:20	Randolph	EEUU	Luz
	22	9	2005	21:00	Rifle	EEUU	Luz
	22	9	2005	20:43	Silver City	EEUU	Luz
	22	9	2005	19:30	Cornville	EEUU	Luz
	22	9	2005	19:30	Yorba Linda	EEUU	Luz
	22	9	2005	19:30	Chandler	EEUU	Luz
	22	9	2005	19:26	North Hollywood	EEUU	Luz
	22	9	2005	19:25	Corona	EEUU	Luz
	22	9	2005	1:45	Brentwood	EEUU	Luz
	21	9	2005	22:30	Lake Havasu City	EEUU	Luz
	21	9	2005	21:00	Wautoma	EEUU	Luz
	21	9	2005	20:30	Winnisquam	EEUU	Luz
	21	9	2005	20:00	Christchurch (New Zealand)	New Zealand	Luz
	21	9	2005	19:30	Exeter	EEUU	Luz
	20	9	2005	23:00	Luray	EEUU	Luz
	20	9	2005	19:28	Albuquerque	EEUU	Luz
	20	9	2005	7:30	Many	EEUU	Luz
	20	9	2005	0:15	Bertram	EEUU	Luz
	20	9	2005	0:00	Medical Lake	EEUU	Luz
	19	9	2005	21:30	Duluth	EEUU	Luz
	19	9	2005	20:15	Portage (near)	EEUU	Luz
	19	9	2005	19:30	Phoenix	EEUU	Luz
	19	9	2005	15:00	Dragoon	EEUU	Luz
	19	9	2005	10:47	Patras (Greece)	Grecia	Luz
	18	9	2005	23:50	Plantation	EEUU	Luz
	18	9	2005	21:00	Dalton Gardens	EEUU	Luz
	18	9	2005	21:00	Woodridge	EEUU	Luz
	18	9	2005	19:00	Tappan	EEUU	Luz
	18	9	2005	1:17	Mewmarket (Canada)	Canadá	Luz
	18	9	2005	1:00	Lake Geneva	EEUU	Luz
	17	9	2005	23:00	Rockaway	EEUU	Luz
	17	9	2005	21:15	Lesage	EEUU	Luz
	17	9	2005	21:00	Oceanside	EEUU	Luz
	17	9	2005	8:56	Federal Way	EEUU	Luz
	17	9	2005	2:30	Griffin	EEUU	Luz
	17	9	2005	1:30	Lake Geneva	EEUU	Luz
	16	9	2005	19:00	Lexington	EEUU	Luz
	15	9	2005	21:30	North Myrtle Beach	EEUU	Luz
	15	9	2005	21:15	Laconia	EEUU	Luz
	15	9	2005	19:50	Longford (Republic of Ireland)	Irlanda	Luz
	15	9	2005	19:00	Dhaka (Bangladesh)	Bangladesh	Luz
	15	9	2005	18:30	Kerrville	EEUU	Luz
	14	9	2005	20:40	Havre	EEUU	Luz
	13	9	2005	21:45	Pierrefonds (Canada)	Canadá	Luz
	13	9	2005	21:15	Salem	EEUU	Luz
	13	9	2005	21:00	Clovis	EEUU	Luz
	13	9	2005	20:40	Litchfield Park	EEUU	Luz
	13	9	2005	19:45	Waverly	EEUU	Luz
	13	9	2005	16:47	Glendale	EEUU	Luz
	12	9	2005	21:00	Clovis	EEUU	Luz
	12	9	2005	20:56	Fort Collins	EEUU	Luz
	12	9	2005	20:45	Mt Rainier Nat Park, Cougar rock campground	EEUU	Luz
	12	9	2005	5:10	Sammamish	EEUU	Luz
	12	9	2005	1:00	Algeciras (Spain)	España	Luz
	11	9	2005	23:00	Dade City	EEUU	Luz
	11	9	2005	22:30	Clovis	EEUU	Luz
	11	9	2005	22:00	Toronto (Canada)	Canadá	Luz
	11	9	2005	21:03	West Des Moines	EEUU	Luz
	11	9	2005	19:00	West Tisbury	EEUU	Luz
	11	9	2005	5:00	Three Rivers	EEUU	Luz
	10	9	2005	23:15	Grass Valley	EEUU	Luz
	10	9	2005	22:00	West Paris	EEUU	Luz
	10	9	2005	21:00	Pocahontas	EEUU	Luz
	10	9	2005	20:00	Marana (Avra Valley)	EEUU	Luz
	10	9	2005	18:00	Teterboro	EEUU	Luz
	9	9	2005	20:30	Georgetown (Canada)	Canadá	Luz
	9	9	2005	20:00	Pineville	EEUU	Luz
	9	9	2005	19:00	Nodine	EEUU	Luz
	9	9	2005	4:00	West Palm Beach	EEUU	Luz
	8	9	2005	0:00	Miami	EEUU	Luz
	8	9	2005	21:30	Spirit Lake	EEUU	Luz
	8	9	2005	20:00	Westboro	EEUU	Luz
	8	9	2005	5:00	Amboy	EEUU	Luz
	7	9	2005	20:10	Gold Canyon	EEUU	Luz
	7	9	2005	18:15	Oradell	EEUU	Luz
	7	9	2005	1:56	Los Angeles	EEUU	Luz
	6	9	2005	23:00	Whitecourt (Canada)	Canadá	Luz
	6	9	2005	22:15	Hedgesville	EEUU	Luz
	6	9	2005	21:17	Waco	EEUU	Luz
	6	9	2005	21:00	McDonald Observatory	EEUU	Luz
	6	9	2005	0:48	Morgan Hill	EEUU	Luz
	5	9	2005	22:15	Bothell	EEUU	Luz
	5	9	2005	20:18	Simi Valley	EEUU	Luz
	5	9	2005	20:00	Fife (UK/England)	Reino Unido	Luz
	5	9	2005	13:30	Eugene	EEUU	Luz
	5	9	2005	4:37	New York City (Brooklyn)	EEUU	Luz
	4	9	2005	21:10	Berry Creek	EEUU	Luz
	4	9	2005	21:00	Ann Arbor	EEUU	Luz
	4	9	2005	4:00	Puntas Cabras	México	Luz
	4	9	2005	4:00	Punta Cabras (Mexico)	México	Luz
	3	9	2005	22:30	Seattle	EEUU	Luz
	3	9	2005	22:20	Seattle	EEUU	Luz
	3	9	2005	17:00	Renton	EEUU	Luz
	3	9	2005	0:25	Lisalmi (Finland)	Finland	Luz
	2	9	2005	23:30	West Chester	EEUU	Luz
	2	9	2005	22:40	Salem	EEUU	Luz
	2	9	2005	22:30	Tilton	EEUU	Luz
	2	9	2005	21:16	Arlington	EEUU	Luz
	2	9	2005	19:15	Milwaukee	EEUU	Luz
	2	9	2005	17:00	Temple	EEUU	Luz
	2	9	2005	16:00	Louisville	EEUU	Luz
	2	9	2005	2:30	Tracy Arm (near; on cruise ship)	EEUU	Luz
	1	9	2005	21:55	Great Falls	EEUU	Luz
	1	9	2005	20:30	Bluffton	EEUU	Luz
	1	9	2005	20:00	Marion	EEUU	Luz
	1	9	2005	20:00	Naperville	EEUU	Luz
	1	9	2005	18:25	Jefferson City	EEUU	Luz
	1	9	2005	5:00	San Jose	EEUU	Luz
	1	9	2005	No especificado	Ramadi (Iraq)	Irak	Luz
	31	8	2005	22:45	Fairport	EEUU	Luz
	31	8	2005	21:07	Mesa	EEUU	Luz
	31	8	2005	19:30	Mokena	EEUU	Luz
	29	8	2005	20:30	Austin	EEUU	Luz
	29	8	2005	20:05	Ventura	EEUU	Luz
	29	8	2005	18:00	St. Joseph	EEUU	Luz
	29	8	2005	0:25	Gaithersburg	EEUU	Luz
	28	8	2005	23:30	Wauconda	EEUU	Luz
	28	8	2005	1:50	Butte Meadows (near)	EEUU	Luz
	27	8	2005	10:00	Apodaca, Nuevo Leon (Mexico)	México	Luz
	27	8	2005	5:30	Murphys	EEUU	Luz
	26	8	2005	22:00	Princeton	EEUU	Luz
	26	8	2005	1:00	Euleuthera (Caribbean Sea)	Euleuthera	Luz
	25	8	2005	21:00	Nazareth	EEUU	Luz
	23	8	2005	21:45	Pomona	EEUU	Luz
	23	8	2005	21:40	Washington	EEUU	Luz
	22	8	2005	21:08	Salina	EEUU	Luz
	22	8	2005	21:00	Belmont	EEUU	Luz
	22	8	2005	19:42	Presque Isle	EEUU	Luz
	21	8	2005	21:15	West Midlands (UK/England)	Reino Unido	Luz
	21	8	2005	20:45	San Diego	EEUU	Luz
	21	8	2005	19:30	Renton	EEUU	Luz
	20	8	2005	18:45	Seattle	EEUU	Luz
	20	8	2005	3:30	San Pedro Mountain Area	EEUU	Luz
	19	8	2005	23:00	Hubbardsville	EEUU	Luz
	19	8	2005	22:30	Cheltenham (UK/England)	Reino Unido	Luz
	19	8	2005	21:50	Grand Rapids	EEUU	Luz
	18	8	2005	21:00	Highland	EEUU	Luz
	16	8	2005	22:10	Aurora	EEUU	Luz
	16	8	2005	22:00	Leander	EEUU	Luz
	16	8	2005	20:55	Washington	EEUU	Luz
	15	8	2005	21:15	Aurora (Canada)	Canadá	Luz
	15	8	2005	21:15	Murmet Springs	EEUU	Luz
	15	8	2005	12:10	Bakersfield	EEUU	Luz
	15	8	2005	2:00	Las Vegas	EEUU	Luz
	14	8	2005	13:00	Claremont	EEUU	Luz
	14	8	2005	1:00	Turlock	EEUU	Luz
	13	8	2005	21:30	Woodstock/Harvard	EEUU	Luz
	12	8	2005	22:30	Longmont	EEUU	Luz
	12	8	2005	21:00	Mesa	EEUU	Luz
	12	8	2005	19:30	Los Angeles	EEUU	Luz
	12	8	2005	5:20	Reno	EEUU	Luz
	12	8	2005	0:30	Marietta	EEUU	Luz
	12	8	2005	0:00	Simi Valley	EEUU	Luz
	11	8	2005	23:30	Patterson	EEUU	Luz
	11	8	2005	23:30	Homestead	EEUU	Luz
	11	8	2005	21:00	Mayland	EEUU	Luz
	11	8	2005	3:00	N. Cambria	EEUU	Luz
	10	8	2005	23:30	Caribbean Sea	Caribbean Sea	Luz
	10	8	2005	22:20	Salem	EEUU	Luz
	10	8	2005	22:10	Hazel Green	EEUU	Luz
	10	8	2005	21:00	Plano	EEUU	Luz
	10	8	2005	1:00	Kimberling City	EEUU	Luz
	10	8	2005	No especificado	San Diego	EEUU	Luz
	8	8	2005	22:38	Millbrae	EEUU	Luz
	7	8	2005	23:45	Eagen	EEUU	Luz
	7	8	2005	3:45	Medicine Bow	EEUU	Luz
	7	8	2005	1:30	New Freedom	EEUU	Luz
	7	8	2005	0:00	Brooklyn Center	EEUU	Luz
	6	8	2005	23:00	Loveland	EEUU	Luz
	6	8	2005	12:30	Los Angeles (SW of)	EEUU	Luz
	6	8	2005	7:00	Aston	EEUU	Luz
	6	8	2005	5:00	Hendersonville	EEUU	Luz
	6	8	2005	1:00	Equator	EEUU	Luz
	5	8	2005	22:44	Omaha	EEUU	Luz
	5	8	2005	22:25	Boucherville (Canada)	Canadá	Luz
	5	8	2005	0:37	Corfu	EEUU	Luz
	4	8	2005	23:30	Emo (Canada)	Canadá	Luz
	4	8	2005	18:30	Grovetown	EEUU	Luz
	4	8	2005	11:00	Seattle	EEUU	Luz
	4	8	2005	1:30	Flushing	EEUU	Luz
	3	8	2005	23:00	Grayson	EEUU	Luz
	3	8	2005	22:00	Cottonwood	EEUU	Luz
	2	8	2005	23:07	Bolingbrook	EEUU	Luz
	2	8	2005	1:30	Willow Creek	EEUU	Luz
	1	8	2005	22:35	Surrey (Canada)	Canadá	Luz
	1	8	2005	22:15	Santa Rosa	EEUU	Luz
	1	8	2005	20:00	Berwyn	EEUU	Luz
	1	8	2005	19:30	Germantown	EEUU	Luz
	1	8	2005	7:00	St. Petersburg	EEUU	Luz
	1	8	2005	5:00	Lawara (Afghanistan)	Afghanistan	Luz
	1	8	2005	3:15	Ottumwa	EEUU	Luz
	31	7	2005	22:00	Lee	EEUU	Luz
	31	7	2005	19:00	Brunswick	EEUU	Luz
	31	7	2005	7:00	Sydney (NSW, Australia)	Australia	Luz
	31	7	2005	4:20	Clark	EEUU	Luz
	31	7	2005	1:00	O'Fallon	EEUU	Luz
	31	7	2005	No especificado	Fontana	EEUU	Luz
	30	7	2005	3:00	Erie	EEUU	Luz
	30	7	2005	0:00	Bastrop County (rural area)	EEUU	Luz
	29	7	2005	22:30	Berwick	EEUU	Luz
	29	7	2005	22:00	Mayville	EEUU	Luz
	29	7	2005	21:30	Miami	EEUU	Luz
	29	7	2005	20:10	Topeka	EEUU	Luz
	29	7	2005	1:00	Dartmouth (Canada)	Canadá	Luz
	27	7	2005	1:00	Virginia Beach	EEUU	Luz
	26	7	2005	23:20	Coldstream (Canada)	Canadá	Luz
	25	7	2005	22:00	Clarksville	EEUU	Luz
	24	7	2005	3:00	Detroit Lakes	EEUU	Luz
	23	7	2005	21:45	Whitewright	EEUU	Luz
	23	7	2005	21:30	Palmdale	EEUU	Luz
	23	7	2005	1:45	Littleton	EEUU	Luz
	23	7	2005	0:00	London (UK/England)	Reino Unido	Luz
	22	7	2005	20:00	Stover	EEUU	Luz
	22	7	2005	16:00	Jacksonville	EEUU	Luz
	22	7	2005	15:30	Glace Bay (Canada)	Canadá	Luz
	21	7	2005	23:40	Port Orchard	EEUU	Luz
	21	7	2005	11:03	St. Joseph	EEUU	Luz
	20	7	2005	23:00	Lexington	EEUU	Luz
	20	7	2005	22:25	Whistler (Canada)	Canadá	Luz
	20	7	2005	10:00	Rock Island	EEUU	Luz
	19	7	2005	15:00	Madrid (Spain)	España	Luz
	18	7	2005	21:00	Kokomo	EEUU	Luz
	18	7	2005	19:15	Jacksonville	EEUU	Luz
	18	7	2005	0:30	Erie	EEUU	Luz
	17	7	2005	23:47	Barstow	EEUU	Luz
	17	7	2005	23:00	Loveland	EEUU	Luz
